UHCC0039	6875	7777	0.005543
UHCC0039	16281	17048	0.011734
UHCC0039	17062	17592	0.005660
UHCC0039	17673	19727	0.008763
UHCC0039	19724	20797	0.005592
UHCC0039	25623	26996	0.010197
UHCC0039	27158	28465	0.015302
UHCC0039	28462	29406	0.007415
UHCC0039	29460	29966	0.015810
UHCC0039	33064	34041	0.008188
UHCC0039	36452	38023	0.008275
UHCC0039	38082	39002	0.015217
UHCC0039	39196	40704	0.005968
UHCC0039	43264	44280	0.015748
UHCC0039	44397	45290	0.005599
UHCC0039	46335	47078	0.008075
UHCC0039	47136	48611	0.006780
UHCC0039	50279	51088	0.006180
UHCC0039	51085	52299	0.009885
UHCC0039	53568	54545	0.014330
UHCC0039	55440	56669	0.001627
UHCC0039	56801	57262	0.004338
UHCC0039	57456	57653	0.020305
UHCC0039	58676	59776	0.005455
UHCC0039	63025	63492	0.000000
UHCC0039	63511	64047	0.005597
UHCC0039	64112	64357	0.004082
UHCC0039	64424	65188	0.011780
UHCC0039	65245	66330	0.017512
UHCC0039	66478	66969	0.010183
UHCC0039	70146	72182	0.011297
UHCC0039	72179	72769	0.011864
UHCC0039	72762	74039	0.007831
UHCC0039	74050	74352	0.006623
UHCC0039	74394	74663	0.003717
UHCC0039	78315	79220	0.011050
UHCC0039	82746	84212	0.014325
UHCC0039	85411	86229	0.006112
UHCC0039	89774	90718	0.009534
UHCC0039	91742	92383	0.001560
UHCC0039	96973	97176	0.009852
UHCC0039	101463	102413	0.005263
UHCC0039	102430	102714	0.003521
UHCC0039	106032	106673	0.009360
UHCC0039	111751	112206	0.002198
UHCC0039	124419	124586	0.029940
UHCC0039	124726	126282	0.010925
UHCC0039	126240	126434	0.000000
UHCC0039	126750	128927	0.007350
UHCC0039	129445	129843	0.010050
UHCC0039	129927	131144	0.009860
UHCC0039	131148	132203	0.012322
UHCC0039	132203	133702	0.005337
UHCC0039	139045	140610	0.010863
UHCC0039	140630	140989	0.002786
UHCC0039	141959	143170	0.008258
UHCC0039	143283	144215	0.003219
UHCC0039	152328	152573	0.008163
UHCC0039	154547	155050	0.000000
UHCC0039	155074	155481	0.002457
UHCC0039	155494	157092	0.003129
UHCC0039	165053	165412	0.005571
UHCC0039	168524	169837	0.000762
UHCC0039	170607	171095	0.008197
UHCC0039	175635	176207	0.017483
UHCC0039	176357	176839	0.018672
UHCC0039	177071	179080	0.012444
UHCC0039	181078	182463	0.006498
UHCC0039	184844	186337	0.010717
UHCC0039	186621	186878	0.011673
UHCC0039	192241	192948	0.019802
UHCC0039	192945	193847	0.014412
UHCC0039	193907	194605	0.007163
UHCC0039	194602	195432	0.008434
UHCC0039	195443	196690	0.006415
UHCC0039	196704	196829	0.016000
UHCC0039	199240	202098	0.007698
UHCC0039	202340	202594	0.011811
UHCC0039	202660	202932	0.014706
UHCC0039	202992	203228	0.004237
UHCC0039	203411	203893	0.006224
UHCC0039	203968	205362	0.017934
UHCC0039	213186	213833	0.010819
UHCC0039	214896	215261	0.016438
UHCC0039	215327	216700	0.014567
UHCC0039	216697	216906	0.004785
UHCC0039	221040	221507	0.008565
UHCC0039	221760	222419	0.004552
UHCC0039	223977	224531	0.018051
UHCC0039	229825	231327	0.005992
UHCC0039	231426	231935	0.007859
UHCC0039	231932	232201	0.003717
UHCC0039	237748	238728	0.010204
UHCC0039	239440	240564	0.012456
UHCC0039	240564	243269	0.012569
UHCC0039	243266	244357	0.016499
UHCC0039	244402	246258	0.014547
UHCC0039	246308	246757	0.011136
UHCC0039	247138	247734	0.005034
UHCC0039	248036	248341	0.013115
UHCC0039	248338	248547	0.019139
UHCC0039	260895	262001	0.008137
UHCC0039	262072	262953	0.009081
UHCC0039	263214	263855	0.007800
UHCC0039	263927	264985	0.012287
UHCC0039	265303	266682	0.006526
UHCC0039	276316	277680	0.008798
UHCC0039	282678	282869	0.000000
UHCC0039	282995	284575	0.009494
UHCC0039	284678	285073	0.002532
UHCC0039	285070	287397	0.007735
UHCC0039	291074	291979	0.004420
UHCC0039	291976	292446	0.002128
UHCC0039	293073	293867	0.010076
UHCC0039	299023	299622	0.010017
UHCC0039	299619	300536	0.010905
UHCC0039	300537	301322	0.010191
UHCC0039	301319	302458	0.007902
UHCC0039	303164	305503	0.006841
UHCC0039	305500	306315	0.008589
UHCC0039	306413	307300	0.011274
UHCC0039	307933	308613	0.001471
UHCC0039	310212	312119	0.005768
UHCC0039	312375	313646	0.009441
UHCC0039	313646	314653	0.004965
UHCC0039	314664	315167	0.009940
UHCC0039	315198	315632	0.009217
UHCC0039	315632	316201	0.005272
UHCC0039	316296	317195	0.007786
UHCC0039	317284	318240	0.004184
UHCC0039	331780	333264	0.007412
UHCC0039	333471	334196	0.004138
UHCC0039	334264	335667	0.005702
UHCC0039	337206	339104	0.004742
UHCC0039	339292	340050	0.005277
UHCC0039	340103	341476	0.005098
UHCC0039	341560	342405	0.001183
UHCC0039	342505	343896	0.002876
UHCC0039	344903	345622	0.006954
UHCC0039	346220	347569	0.008895
UHCC0039	347781	349220	0.013204
UHCC0039	355444	355839	0.007595
UHCC0039	355924	357615	0.007688
