UHCC0039	384	1874	0.006040
UHCC0039	1913	3016	0.002720
UHCC0039	3016	4119	0.003626
UHCC0039	4124	6544	0.006198
UHCC0039	7839	8042	0.000000
UHCC0039	8554	9822	0.006309
UHCC0039	9856	10059	0.000000
UHCC0039	10079	11620	0.006489
UHCC0039	11584	12411	0.007255
UHCC0039	12827	13066	0.020921
UHCC0039	13393	15780	0.005865
UHCC0039	20887	21441	0.005415
UHCC0039	21438	22046	0.003289
UHCC0039	22101	22988	0.012401
UHCC0039	23116	23382	0.000000
UHCC0039	23487	23963	0.012605
UHCC0039	23942	24733	0.011378
UHCC0039	24904	25554	0.016923
UHCC0039	30120	31157	0.007715
UHCC0039	31239	32354	0.010762
UHCC0039	32432	32989	0.010772
UHCC0039	34144	35103	0.003128
UHCC0039	35248	36072	0.004854
UHCC0039	36079	36429	0.005714
UHCC0039	40818	41738	0.009783
UHCC0039	41852	42754	0.011086
UHCC0039	45666	46292	0.009585
UHCC0039	48767	50203	0.005571
UHCC0039	52431	53318	0.011274
UHCC0039	53384	53599	0.009302
UHCC0039	54834	55418	0.003425
UHCC0039	58014	58418	0.002475
UHCC0039	60021	60566	0.016514
UHCC0039	60559	61935	0.014535
UHCC0039	62035	62934	0.007786
UHCC0039	67246	68268	0.014677
UHCC0039	68387	68491	0.009615
UHCC0039	68488	68877	0.012853
UHCC0039	68959	69951	0.011089
UHCC0039	74874	75902	0.017510
UHCC0039	75954	77048	0.006399
UHCC0039	77378	78259	0.009081
UHCC0039	79575	80999	0.002809
UHCC0039	81012	81140	0.007812
UHCC0039	81539	82615	0.012082
UHCC0039	84311	84943	0.007911
UHCC0039	84963	85259	0.020270
UHCC0039	86390	87829	0.010424
UHCC0039	88230	89219	0.008089
UHCC0039	89247	89690	0.006772
UHCC0039	90823	91752	0.005382
UHCC0039	92811	93911	0.008182
UHCC0039	93916	95499	0.003159
UHCC0039	95510	96058	0.007299
UHCC0039	96070	96966	0.008929
UHCC0039	97248	97979	0.010944
UHCC0039	97954	98532	0.024221
UHCC0039	98587	99633	0.016252
UHCC0039	99653	100552	0.007786
UHCC0039	100561	101193	0.009494
UHCC0039	102790	105585	0.002862
UHCC0039	106917	107207	0.013793
UHCC0039	107258	107863	0.013223
UHCC0039	108214	108840	0.007987
UHCC0039	108860	109732	0.011468
UHCC0039	109738	111600	0.009667
UHCC0039	112434	113024	0.011864
UHCC0039	113021	113803	0.005115
UHCC0039	114396	114497	0.009901
UHCC0039	114788	115756	0.005165
UHCC0039	115922	118207	0.005252
UHCC0039	118495	120162	0.004799
UHCC0039	120229	121062	0.007203
UHCC0039	121225	121953	0.002747
UHCC0039	122089	122997	0.008811
UHCC0039	123287	124183	0.006696
UHCC0039	133943	134716	0.007762
UHCC0039	135229	136365	0.010563
UHCC0039	136471	137583	0.008094
UHCC0039	137851	138981	0.007080
UHCC0039	144365	145216	0.003525
UHCC0039	145248	145898	0.003077
UHCC0039	145909	146568	0.004552
UHCC0039	146579	147376	0.005019
UHCC0039	147489	148442	0.010493
UHCC0039	148915	150129	0.004119
UHCC0039	150135	151337	0.009151
UHCC0039	151330	152046	0.005587
UHCC0039	153557	154432	0.003429
UHCC0039	157519	157917	0.007538
UHCC0039	158460	159968	0.007294
UHCC0039	159961	160764	0.007472
UHCC0039	161924	163375	0.004824
UHCC0039	163533	164813	0.009375
UHCC0039	165667	167160	0.005358
UHCC0039	167353	168510	0.006050
UHCC0039	170050	170403	0.005666
UHCC0039	171252	172550	0.007704
UHCC0039	172590	172937	0.000000
UHCC0039	173126	174199	0.008388
UHCC0039	174460	175008	0.012774
UHCC0039	175122	175544	0.007109
UHCC0039	179352	181019	0.006599
UHCC0039	182603	183523	0.005435
UHCC0039	183559	184842	0.006235
UHCC0039	187289	187627	0.008876
UHCC0039	187663	187881	0.000000
UHCC0039	187962	189212	0.003200
UHCC0039	189311	189736	0.004706
UHCC0039	189813	190136	0.003096
UHCC0039	190713	192038	0.007547
UHCC0039	197011	198048	0.018322
UHCC0039	198117	198449	0.000000
UHCC0039	198439	198627	0.005319
UHCC0039	198747	199154	0.004914
UHCC0039	205606	206688	0.009242
UHCC0039	206685	207431	0.010724
UHCC0039	207525	208463	0.010661
UHCC0039	208460	209227	0.009126
UHCC0039	209240	210373	0.007061
UHCC0039	210370	211617	0.008821
